Webindex,Title,Tokenized Title,Company,Tokenized Company,Description,Tokenized Description,Category
46627260,Care Assistant Dartmoor,"['care', 'assistant', 'dartmoor']",NA,['na'],"Care Assistant Dartmoor, Devon PSP Healthcare Limited is looking for Care Assistant Job seekers in the Dartmoor area of Devon. We have six properties within Devon, Monmouth, and Frome, all of which provide permanent or short term care to individuals, based on each individuals need, ability and perspective. It's vital that we have the best team of care staff working with us to deliver and maintain the highest standards of care. We are looking for dynamic driven individuals to join our creative and innovative work force. The role itself involves assisting and supporting our residents in their day to day activities whilst maintaining their privacy and dignity. The benefits of working with a company who have gained numerous awards in care, and are one of the UK's fastest growing healthcare providers, include:  Becoming part of the PSP family where we aim to encourage mutual support to one another at all levels; People Supporting People  Benefit from corporate rates on your household insurance  Benefit from subsidised private healthcare  Flexible shift patterns including bank and parttime work  Staff accommodation  Use of state of the art equipment and facilities, with homes which include advanced mobility facilities, WiFi connectivity, hair and beauty salons with visiting therapists, various lounge and relaxation areas, accessible gardens, and even some with their own swimming pool and gym area I think PSP Healthcare is a great place to work, but don’t take my word for it, this is what our team say…………. Judith Arada “I have been with PSP for more than 2 years now and I feel that I really belong to a family. They supported me when I first arrived from the Philippines and assisted me even in finding my accommodation to help me be as comfortable as possible. Through the years they provided us with essential training for our professional growth. I’m very happy to have stayed with PSP because they have seen all my efforts and have promoted me to Senior Care. They have been my second family away from home.” Janette Buttress “I have worked for PSP for almost 3 years and in that time I have had the chance to visit all of their Care Homes, even the building projects PSP are always holding events, either work, training or play related – this helps employees from all the different Care Homes and Head Office get to know each other, creating a stronger and friendlier working environment throughout the company. I have been involved in the exciting opportunity of working in a newly built Care Village and enjoyed participating in building a warm, homely and friendly environment for both residents and staff. I am sure PSP will continue their journey of expansion and I hope to be along for the ride” Care Assistant Dartmoor, Devon","['care', 'assistant', 'dartmoor', 'devon', 'psp', 'healthcare', 'limited', 'care', 'assistant', 'job', 'seekers', 'dartmoor', 'area', 'devon', 'properties', 'devon', 'provide', 'permanent', 'short', 'term', 'care', 'individuals', 'based', 'individuals', 'ability', 'perspective', 'vital', 'team', 'care', 'staff', 'working', 'deliver', 'maintain', 'highest', 'standards', 'care', 'dynamic', 'driven', 'individuals', 'join', 'creative', 'innovative', 'work', 'force', 'role', 'involves', 'assisting', 'supporting', 'residents', 'day', 'day', 'activities', 'whilst', 'maintaining', 'privacy', 'dignity', 'benefits', 'working', 'company', 'gained', 'numerous', 'awards', 'care', ""uk's"", 'fastest', 'growing', 'healthcare', 'providers', 'include', 'part', 'psp', 'family', 'aim', 'encourage', 'mutual', 'support', 'levels', 'people', 'supporting', 'people', 'benefit', 'corporate', 'rates', 'household', 'insurance', 'benefit', 'subsidised', 'private', 'healthcare', 'flexible', 'shift', 'patterns', 'including', 'bank', 'parttime', 'work', 'staff', 'accommodation', 'state', 'art', 'equipment', 'facilities', 'homes', 'include', 'advanced', 'mobility', 'facilities', 'connectivity', 'hair', 'visiting', 'therapists', 'areas', 'accessible', 'gardens', 'swimming', 'pool', 'gym', 'area', 'psp', 'healthcare', 'great', 'place', 'work', 'don', 'word', 'team', 'psp', 'years', 'feel', 'family', 'supported', 'assisted', 'finding', 'accommodation', 'comfortable', 'years', 'provided', 'essential', 'training', 'professional', 'growth', 'happy', 'psp', 'efforts', 'promoted', 'senior', 'care', 'family', 'home', 'worked', 'psp', 'years', 'time', 'chance', 'visit', 'care', 'homes', 'building', 'projects', 'psp', 'holding', 'events', 'work', 'training', 'play', 'related', 'helps', 'employees', 'care', 'homes', 'head', 'office', 'creating', 'stronger', 'working', 'environment', 'company', 'involved', 'exciting', 'opportunity', 'working', 'newly', 'built', 'care', 'village', 'enjoyed', 'participating', 'building', 'warm', 'homely', 'friendly', 'environment', 'residents', 'staff', 'psp', 'continue', 'journey', 'expansion', 'care', 'assistant', 'dartmoor', 'devon']",Healthcare_Nursing
67332022,Recruitment Branch Manager Birmingham,"['recruitment', 'branch', 'manager', 'birmingham']",Ruth Moran,"['ruth', 'moran']","Recruitment Branch Manager Birmingham Basic salary ****k Car and commission OTE ****k. A superb opportunity to join an arm of a hugely successful business. Busy, established branch doing Social Care recruitment and whilst experience of working within a recruitment consultancy at management level is essential, knowledge of this sector isn't as the division is extremely well establishged. With a focusa on work life balcance, lovely offices and a supportive admin team this role is a dream For the right candidate there will be definitely be opportunity to progress up the management ladder. For further information please contact Ruth Moran, contact details on Ruth Moran Consulting website  lines open 8am9pm. You can also apply online. Please Call after 8am. This job was originally posted as www.SalesTarget.co.uk/JobSeeking/RecruitmentBranchManagerBirmingham_job****","['recruitment', 'branch', 'manager', 'birmingham', 'basic', 'salary', 'car', 'commission', 'ote', 'superb', 'opportunity', 'join', 'arm', 'hugely', 'successful', 'business', 'busy', 'established', 'branch', 'social', 'care', 'recruitment', 'whilst', 'experience', 'working', 'recruitment', 'consultancy', 'management', 'level', 'essential', 'knowledge', 'sector', 'division', 'extremely', 'work', 'life', 'lovely', 'offices', 'supportive', 'admin', 'team', 'role', 'dream', 'candidate', 'opportunity', 'progress', 'management', 'ladder', 'information', 'contact', 'ruth', 'moran', 'contact', 'details', 'ruth', 'moran', 'consulting', 'website', 'lines', 'open', 'pm', 'apply', 'online', 'call', 'job', 'originally', 'posted', 'www', 'salestarget', 'uk', 'jobseeking', 'job']",Sales
70264328,Homecare Nurse HPN Therapies Manchester  Salford,"['homecare', 'nurse', 'hpn', 'therapies', 'manchester', 'salford']",BUPA Home Healthcare,"['bupa', 'home', 'healthcare']","Passionate about making lives better, Bupa is dedicated to clinical excellence  inspiring and supporting our nurses to put people at the heart of everything they do. That’s because with no shareholders to answer to, we’re free to concentrate on the needs of our patients. And so are you. Join us and you will be well looked after too, with a great range of benefits and professional development to help you build the kind of nursing career you’ve always wanted.What we expect from youYou are a Registered Nurse with an ENB998 or City and Guilds **** qualification and valid NMC PIN Number. You care about clinical excellence. You believe in the importance of the right things, done well. And you will thrive in a dynamic, fast paced environment.About the roleThe impact you will have on patients lives will go far beyond care  giving them independence, choice and privacy. You will get to know them, and their families, enabling you to follow personal care plans that really are as unique as every individual. You will take the lead in delivering medication, educating patients and maintaining high quality care documentation. You will be confident in reporting all activity, risks and issues to your line manager. You will be able to demonstrate your experience in the administration of IV antibiotics, TPN and of managing patients with central lines.This role is covering the Manchester, Wigan and wider North West region so mus be flexible to travel.You will have an acute ward or community nursing background, a current NMC registration and hold a full EU driving licence.About Bupa Home HealthcareWith ever increasing demands on NHS resources, home healthcare is becoming an important alternative. Bupa Home Healthcare provides everything you need in professional care and expert management. We help you maintain the highest standards of patient service whilst achieving those vital performance targets. We will constantly develop your skills, provide supervised practice and a career path that will help you progress your career further. We can also help you gain recognised qualifications. The role carries an attractive salary and benefits package.Be the Nurse you want to beWe are also looking for Nurses to join our bank. You will be given full training and regular work will be available including evenings, nights and weekends.","['passionate', 'making', 'lives', 'bupa', 'dedicated', 'clinical', 'excellence', 'inspiring', 'supporting', 'nurses', 'put', 'people', 'heart', 'shareholders', 'answer', 'free', 'concentrate', 'patients', 'join', 'looked', 'great', 'range', 'benefits', 'professional', 'development', 'build', 'kind', 'nursing', 'career', 've', 'wanted', 'expect', 'registered', 'nurse', 'enb', 'city', 'guilds', 'qualification', 'valid', 'nmc', 'pin', 'number', 'care', 'clinical', 'excellence', 'importance', 'things', 'thrive', 'dynamic', 'fast', 'paced', 'environment', 'impact', 'patients', 'lives', 'care', 'giving', 'independence', 'choice', 'privacy', 'families', 'enabling', 'follow', 'personal', 'care', 'plans', 'unique', 'individual', 'lead', 'delivering', 'medication', 'patients', 'maintaining', 'high', 'quality', 'care', 'documentation', 'confident', 'reporting', 'activity', 'risks', 'issues', 'line', 'manager', 'demonstrate', 'experience', 'administration', 'iv', 'managing', 'patients', 'central', 'lines', 'role', 'covering', 'manchester', 'wigan', 'wider', 'north', 'west', 'region', 'flexible', 'travel', 'acute', 'ward', 'community', 'nursing', 'background', 'current', 'nmc', 'registration', 'hold', 'full', 'eu', 'driving', 'licence', 'bupa', 'home', 'increasing', 'demands', 'nhs', 'resources', 'home', 'healthcare', 'important', 'alternative', 'bupa', 'home', 'healthcare', 'professional', 'care', 'expert', 'management', 'maintain', 'highest', 'standards', 'patient', 'service', 'whilst', 'achieving', 'vital', 'performance', 'targets', 'constantly', 'develop', 'skills', 'provide', 'supervised', 'practice', 'career', 'path', 'progress', 'career', 'gain', 'recognised', 'qualifications', 'role', 'carries', 'attractive', 'salary', 'benefits', 'package', 'nurse', 'nurses', 'join', 'bank', 'full', 'training', 'regular', 'work', 'including', 'evenings', 'nights', 'weekends']",Healthcare_Nursing
69805538,Risk Manager,"['risk', 'manager']",IRM Solutions.,"['irm', 'solutions']","Leading Banking organisation has an excellent opportunity for a Risk Manager to develop a rewarding career. Job Purpose Ensure that the bank maintains and operates a comprehensive risk management culture. Work alongside the Head of Risk to monitor the risk environment of the Bank. Specific duties Maintain a risk management plan. Support the business in identifying and managing risk and issues within business areas that may deflect from delivery of objectives. Conduct Risk evaluation, which involves comparing estimated risks with criteria established by by the bank Liaison with senior management, with all matters concerning risk management. Identify and assess threats. Assist the Financial Officer in providing information for the Financial Services Authority for regulatory reporting (i.e. ICAAP) and resolution of issues Experience Required The type of person required for this role is an internal auditor with banking experience who is willing to take on this risk role. As it is an operational risk role it is not much of a stretch for an internal auditor. Applicants will have to assess risks and controls, and conduct risk audits, you will also have to be able however to quantify risks in terms of probability, impact and capital requirements. It is a genuinely in demand role in banking and will enhance an auditor’s cv significantly (also you will have the opportunity to take risk qualifications). The basic salary is negotiable in the ****k region  Bonus  Benefits This job was originally posted as www.totaljobs.com/JobSeeking/RiskManager_job****","['leading', 'banking', 'organisation', 'excellent', 'opportunity', 'risk', 'manager', 'develop', 'rewarding', 'career', 'job', 'purpose', 'ensure', 'bank', 'maintains', 'operates', 'comprehensive', 'risk', 'management', 'culture', 'work', 'alongside', 'head', 'risk', 'monitor', 'risk', 'environment', 'bank', 'specific', 'duties', 'maintain', 'risk', 'management', 'plan', 'support', 'business', 'identifying', 'managing', 'risk', 'issues', 'business', 'areas', 'delivery', 'objectives', 'conduct', 'risk', 'evaluation', 'involves', 'estimated', 'risks', 'criteria', 'established', 'bank', 'liaison', 'senior', 'management', 'matters', 'risk', 'management', 'identify', 'assess', 'assist', 'financial', 'officer', 'providing', 'information', 'financial', 'services', 'authority', 'regulatory', 'reporting', 'icaap', 'resolution', 'issues', 'experience', 'required', 'type', 'person', 'required', 'role', 'internal', 'auditor', 'banking', 'experience', 'risk', 'role', 'operational', 'risk', 'role', 'internal', 'auditor', 'applicants', 'assess', 'risks', 'controls', 'conduct', 'risk', 'audits', 'risks', 'terms', 'probability', 'impact', 'capital', 'requirements', 'genuinely', 'demand', 'role', 'banking', 'enhance', 'auditor', 'cv', 'significantly', 'opportunity', 'risk', 'qualifications', 'basic', 'salary', 'negotiable', 'region', 'bonus', 'benefits', 'job', 'originally', 'posted', 'www', 'totaljobs', 'jobseeking', 'job']",Accounting_Finance
69080512,"Design Engineer, Special Purpose  Immediate Start","['design', 'engineer', 'special', 'purpose', 'immediate', 'start']",JJ FOX,"['jj', 'fox']","Job title: Design Engineer, ****D CAD, Special Purpose, Processing Equipment  Immediate Start jjFOX is currently recruiting a Design Engineer to join a successful manufacturing company in its busy Drawing Office based near St Neots. The company is looking for a dynamic engineer ready to take on a challenge designing a wide range of special purpose machinery, equipment and whole mechanical systems. You will have experience in designing and specifying processing equipment (food, pharmaceuticals, packaging or similar). You will also be responsible to produce calculations relating to stress analysis and further experience in pneumatics would be an advantage. You will have experience of manufacturing processes gained on the shop floor or through education (HNC or higher) with exposure to fabrication, welding, milling turning or related. The successful with be fully conversant in AutoCAD and a ****D CAD package ideally Inventor but similar software will be considered. The company offers a dynamic working environment with a steady flow of projects and the latest CAD software and large manufacturing facilities. The position is offered on a permanent basis with an expected salary circa **** with ideally an immediate start. If interested, please submit your application without delay or call Megane at jjFOX for more information: **** Email : megh[at]jjFOX[dot]com Keywords: design engineer, draughting, draftsperson, special purpose machinery, processing equipment, pumps, valves, mechanical system, calculations, ****D CAD, AutoCAD, Inventor, milling, turning, fabrication, welding, stress analysis, machine shop, Cambridgeshire, Bedfordshire, St Neots","['job', 'title', 'design', 'engineer', 'cad', 'special', 'purpose', 'processing', 'equipment', 'start', 'jjfox', 'recruiting', 'design', 'engineer', 'join', 'successful', 'manufacturing', 'company', 'busy', 'drawing', 'office', 'based', 'st', 'neots', 'company', 'dynamic', 'engineer', 'ready', 'challenge', 'designing', 'wide', 'range', 'special', 'purpose', 'machinery', 'equipment', 'mechanical', 'systems', 'experience', 'designing', 'processing', 'equipment', 'food', 'pharmaceuticals', 'packaging', 'similar', 'responsible', 'produce', 'calculations', 'relating', 'stress', 'analysis', 'experience', 'pneumatics', 'advantage', 'experience', 'manufacturing', 'processes', 'gained', 'shop', 'floor', 'education', 'hnc', 'higher', 'exposure', 'fabrication', 'welding', 'milling', 'turning', 'related', 'successful', 'fully', 'conversant', 'autocad', 'cad', 'package', 'ideally', 'inventor', 'similar', 'software', 'considered', 'company', 'offers', 'dynamic', 'working', 'environment', 'flow', 'projects', 'latest', 'cad', 'software', 'large', 'manufacturing', 'facilities', 'position', 'offered', 'permanent', 'basis', 'expected', 'salary', 'circa', 'ideally', 'start', 'interested', 'submit', 'application', 'delay', 'call', 'jjfox', 'information', 'email', 'jjfox', 'dot', 'keywords', 'design', 'engineer', 'special', 'purpose', 'machinery', 'processing', 'equipment', 'pumps', 'valves', 'mechanical', 'system', 'calculations', 'cad', 'autocad', 'inventor', 'milling', 'turning', 'fabrication', 'welding', 'stress', 'analysis', 'machine', 'shop', 'cambridgeshire', 'bedfordshire', 'st', 'neots']",Engineering
68608728,****x Business Development Executive  ******** – Theale,"['x', 'business', 'development', 'executive', 'theale']",Penguin Recruitment Ltd,"['penguin', 'recruitment', 'ltd']","****x Business Development Executive  ********  Theale Penguin Recruitment is currently recruiting for one of the world's leading suppliers of IT Security Services in to the Public Sector, Large Enterprise and BlueChip clients throughout mainland Europe and beyond. Partnered with global brands including Microsoft, Blue Coat, Cisco, Check Point, McAfee and many more, our client is able to provide awardwinning solutions specifically tailored to their client's every requirement. Our client is now seeking 2x Business Development Executives to join their thriving UK Acquisition Business Team as part of aggressive and continual development of their European sales compliment. The role of the Business Development Executive will be to proactively and consultatively identify new business opportunities and crack in to new business territories to add to the organisation's thriving client base. Business Development Executives will be telephonebased therefore it is essential you have a strong telephone manner as well as successful track record in IT Sales, ideally selling IT Security products. This role provides the ideal opportunity for individuals to take the next step in their IT Sales career and join an organisation that is keen to invest professionally and financially in their staff. Therefore it is essential that all applicants have the passion, drive and hunger to perform a high volume of calls a day and boast a strong and resilient character to manage activities of new business development. Candidate Requirements: It is essential that all candidates have a minimum of 2:**** classification in a business or ITrelated degree and have a passion to develop in IT Sales A minimum of 12 years IT Telemarketing/Telesales/Account Management/Sales Executive experience working for an IT Reseller, Marketing Agency, Distributor, Vendor or Systems Integrator A successful and demonstrable track record in new business/coldcalling sales A proactive yet consultative sales approach Genuine desire to develop in to an Account Management/Team Leader or Field Sales role Commutable distance to Theale Ideally a UK's Drivers Licence however this is not essential Total Remuneration: Starting Salary of ******** Realistic OnTargetEarnings of **** Contributory Pension BUPA Private Healthcare Life Insurance 25 Days Holiday Free Parking Sales Training (Accredited) Product Training (Accredited) Systems Training Please email a copy of your CV to nav.shokerpenguinrecruitment.co.uk or alternatively call Nav Shoker on **** **** **** for more information. Suitable Job Titles: Internal Sales, Sales Executive, Account Executive, Telesales, Account Manager, Sales Advisor, Sales Consultant, IT Sales, Graduate Sales, Telesales Executive, Sales Executive, Telemarketing Executive Commutable Locations: Wokingham, Basingstoke, Fleet, Aldershot, Oxford, Newbury, Reading, Bracknell, Maidenhead, Slough, Berkshire, Hampshire, Southampton, Basingstoke, Fareham, Portsmouth, Eastleigh, Winchester, Salisbury, Waterlooville, Havant, Andover, Romsey, Netley, Stubbington, Fordingbridge, Alton, Bordon, Petersfield","['business', 'development', 'executive', 'theale', 'penguin', 'recruitment', 'recruiting', ""world's"", 'leading', 'suppliers', 'security', 'services', 'public', 'sector', 'large', 'enterprise', 'bluechip', 'clients', 'europe', 'global', 'brands', 'including', 'microsoft', 'blue', 'cisco', 'check', 'point', 'client', 'provide', 'awardwinning', 'solutions', 'specifically', 'tailored', ""client's"", 'requirement', 'client', 'seeking', 'business', 'development', 'executives', 'join', 'thriving', 'uk', 'acquisition', 'business', 'team', 'part', 'aggressive', 'continual', 'development', 'european', 'sales', 'role', 'business', 'development', 'executive', 'proactively', 'identify', 'business', 'opportunities', 'business', 'territories', 'add', ""organisation's"", 'thriving', 'client', 'base', 'business', 'development', 'executives', 'telephonebased', 'essential', 'strong', 'telephone', 'manner', 'successful', 'track', 'record', 'sales', 'ideally', 'selling', 'security', 'products', 'role', 'ideal', 'opportunity', 'individuals', 'step', 'sales', 'career', 'join', 'organisation', 'keen', 'invest', 'professionally', 'financially', 'staff', 'essential', 'applicants', 'passion', 'drive', 'hunger', 'perform', 'high', 'volume', 'calls', 'day', 'boast', 'strong', 'resilient', 'character', 'manage', 'activities', 'business', 'development', 'candidate', 'requirements', 'essential', 'candidates', 'minimum', 'classification', 'business', 'degree', 'passion', 'develop', 'sales', 'minimum', 'years', 'telemarketing', 'telesales', 'account', 'management', 'sales', 'executive', 'experience', 'working', 'reseller', 'marketing', 'agency', 'distributor', 'vendor', 'systems', 'integrator', 'successful', 'demonstrable', 'track', 'record', 'business', 'coldcalling', 'sales', 'proactive', 'consultative', 'sales', 'approach', 'genuine', 'desire', 'develop', 'account', 'management', 'team', 'leader', 'field', 'sales', 'role', 'commutable', 'distance', 'theale', 'ideally', ""uk's"", 'drivers', 'licence', 'essential', 'total', 'remuneration', 'starting', 'salary', 'realistic', 'contributory', 'pension', 'bupa', 'private', 'healthcare', 'life', 'insurance', 'days', 'holiday', 'free', 'parking', 'sales', 'training', 'accredited', 'product', 'training', 'accredited', 'systems', 'training', 'email', 'copy', 'cv', 'nav', 'uk', 'alternatively', 'call', 'nav', 'information', 'suitable', 'job', 'titles', 'internal', 'sales', 'sales', 'executive', 'account', 'executive', 'telesales', 'account', 'manager', 'sales', 'advisor', 'sales', 'consultant', 'sales', 'graduate', 'sales', 'telesales', 'executive', 'sales', 'executive', 'telemarketing', 'executive', 'commutable', 'locations', 'wokingham', 'basingstoke', 'fleet', 'oxford', 'newbury', 'reading', 'bracknell', 'maidenhead', 'slough', 'berkshire', 'hampshire', 'southampton', 'basingstoke', 'fareham', 'portsmouth', 'eastleigh', 'winchester', 'salisbury', 'waterlooville']",Sales
68180459,Fundraiser,['fundraiser'],Real Fundraising,"['real', 'fundraising']","We have an exciting opportunity for a Door to Door Fundraiser to join our team working in Manchester paying up to **** per hour depending on performance. If you have a genuine passion for the values and work of charities such as WWF, Amnesty International, Cancer Research UK and have bundles of energy and confidence this could be the perfect career for you. Live locally ****ph to ****ph (basic)  performance related bonuses Paid holiday pay Excellent management development programmes Paid training Paid weekly (every Friday) DO YOU DRIVE? Car allowance is offered to anyone driving a team. Fantastic, sociable and fun team atmosphere Get paid to make a difference We have an industry leading Team Leader academy that regularly turns out good quality Team Leaders with all levels of experience. In this role you will be given continual training and support whilst out on the street and we will help you take your team leading career to the next level whilst helping you gain invaluable management techniques and skills to help you further your career in the charity sector. This role may be great for someone who has previously worked as: Charity Fundraiser, Customer service, Sales, Telesales, Administration, Sales Assistant, Marketing executive, Waiter, Bartender, Promotions, PR, Call Centre executive, Marketing. Commutable from : Sale, Altringham, Bolton, Leigh, Oldham, Rochdale, Stockport, Warrington, St.Helens and Bury. Due to legislation we are unable to take on any team members under 18 years of age","['exciting', 'opportunity', 'door', 'door', 'fundraiser', 'join', 'team', 'working', 'manchester', 'paying', 'hour', 'depending', 'performance', 'genuine', 'passion', 'values', 'work', 'charities', 'international', 'cancer', 'research', 'uk', 'energy', 'confidence', 'perfect', 'career', 'live', 'locally', 'ph', 'ph', 'basic', 'performance', 'related', 'bonuses', 'paid', 'holiday', 'pay', 'excellent', 'management', 'development', 'programmes', 'paid', 'training', 'paid', 'weekly', 'friday', 'drive', 'car', 'allowance', 'offered', 'driving', 'team', 'fantastic', 'sociable', 'fun', 'team', 'atmosphere', 'paid', 'make', 'difference', 'industry', 'leading', 'team', 'leader', 'academy', 'regularly', 'turns', 'good', 'quality', 'team', 'leaders', 'levels', 'experience', 'role', 'continual', 'training', 'support', 'whilst', 'street', 'team', 'leading', 'career', 'level', 'whilst', 'helping', 'gain', 'management', 'techniques', 'skills', 'career', 'charity', 'sector', 'role', 'great', 'previously', 'worked', 'charity', 'fundraiser', 'customer', 'service', 'sales', 'telesales', 'administration', 'sales', 'assistant', 'marketing', 'executive', 'promotions', 'pr', 'call', 'centre', 'executive', 'marketing', 'commutable', 'sale', 'leigh', 'oldham', 'stockport', 'warrington', 'st', 'bury', 'due', 'legislation', 'unable', 'team', 'members', 'years', 'age']",Sales
71469076,Contract Mechanical Development Engineer – Solidworks,"['contract', 'mechanical', 'development', 'engineer', 'solidworks']",Redline Group,"['redline', 'group']","The Redline Group are currently seeking an experienced Contract Mechanical Development Engineer – SolidWorks to create ****D SolidWorks designs along with electrical design schemes which will support product development activities from concept to prototype and manufacture. You will be based near Newmarket, Suffolk and play a pivotal role in bringing this new range of electrical switching and circuit protection devices to market. Position Overview – Mechanical Development Engineer – Solidworks An experienced electromechanical design/development engineer Experience of taking new product developments from concept to production Solid Works strongly preferred Knowledge of small mechanical mechanism design Sheet metal and plastics (injection moulding and metal stamping) Knowledge of coil winding for transformers, solenoids, etc is an distinct advantage An understanding of electrical circuits and electrical principles Familiarity with basic magnetics Experience in design for manufacture and assembly (DFM) Understanding of the use of common design tools such as FMEA’s, the writing of product specifications and the translation into manufacturing documents The ability to design and build prototypes in plastic and metal with an awareness of the common methods used Experience with interfacing with customers and suppliers About You: Degree qualified in mechanical design engineering or similar Extensive exposure to SolidWorks Substantial experience in design and development and DFM in small teams Ability to provide substantial design input, taking ownership for product advancement. Ideally experience in the field of circuit breakers or similar For more information or to apply for the Mechanical Development Engineer – Solidworks please contact Daniel on [blocked] or Dsaddiredlinegroup.Com quoting reference number DWS****/****","['group', 'seeking', 'experienced', 'contract', 'mechanical', 'development', 'engineer', 'solidworks', 'create', 'solidworks', 'designs', 'electrical', 'design', 'schemes', 'support', 'product', 'development', 'activities', 'concept', 'prototype', 'manufacture', 'based', 'newmarket', 'suffolk', 'play', 'pivotal', 'role', 'bringing', 'range', 'electrical', 'switching', 'circuit', 'protection', 'devices', 'market', 'position', 'overview', 'mechanical', 'development', 'engineer', 'solidworks', 'experienced', 'electromechanical', 'design', 'development', 'engineer', 'experience', 'taking', 'product', 'developments', 'concept', 'production', 'solid', 'works', 'strongly', 'preferred', 'knowledge', 'small', 'mechanical', 'mechanism', 'design', 'sheet', 'metal', 'plastics', 'injection', 'moulding', 'metal', 'knowledge', 'transformers', 'distinct', 'advantage', 'understanding', 'electrical', 'circuits', 'electrical', 'principles', 'familiarity', 'basic', 'experience', 'design', 'manufacture', 'assembly', 'dfm', 'understanding', 'common', 'design', 'tools', 'writing', 'product', 'specifications', 'translation', 'manufacturing', 'documents', 'ability', 'design', 'build', 'prototypes', 'plastic', 'metal', 'awareness', 'common', 'methods', 'experience', 'interfacing', 'customers', 'suppliers', 'degree', 'qualified', 'mechanical', 'design', 'engineering', 'similar', 'extensive', 'exposure', 'solidworks', 'substantial', 'experience', 'design', 'development', 'dfm', 'small', 'teams', 'ability', 'provide', 'substantial', 'design', 'input', 'taking', 'ownership', 'product', 'advancement', 'ideally', 'experience', 'field', 'circuit', 'similar', 'information', 'apply', 'mechanical', 'development', 'engineer', 'solidworks', 'contact', 'daniel', 'blocked', 'quoting', 'reference', 'number']",Engineering
71082952,Part Time Sales Assistant,"['part', 'time', 'sales', 'assistant']",Goodfellow and Steven,"['goodfellow', 'and', 'steven']","Applicants must be aware of the importance of providing an excellent standard of customer service as well as having a high standard of personal and workplace hygiene. The position involves customer service,advising customers of promotions and special offers,cash handling,stock rotation,baking off savouries,merchandising,cleaning duties. Previous retail experience is preferred but training will be provided,especially as this position involves full training to provide support to the Manager and Assistant Manager to help manage the branch on the Manager's days off and holidays, therefore we are looking for someone who is fully flexible. We provide a uniform and ****0% staff discount. Hours will be a minimum of 30 hours between 7.30am and ****.00pm . over 4 days, which will include every Saturday. Applicants should go to the branch for an application form or apply in writing to Ms S Orrock, Goodfellow Steven,**** Gray Street,Dundee DD5 2BP","['applicants', 'aware', 'importance', 'providing', 'excellent', 'standard', 'customer', 'service', 'high', 'standard', 'personal', 'workplace', 'hygiene', 'position', 'involves', 'customer', 'service', 'advising', 'customers', 'promotions', 'special', 'offers', 'cash', 'handling', 'stock', 'baking', 'merchandising', 'cleaning', 'duties', 'previous', 'retail', 'experience', 'preferred', 'training', 'provided', 'position', 'involves', 'full', 'training', 'provide', 'support', 'manager', 'assistant', 'manager', 'manage', 'branch', 'days', 'holidays', 'fully', 'flexible', 'provide', 'uniform', 'staff', 'discount', 'hours', 'minimum', 'hours', 'pm', 'days', 'include', 'saturday', 'applicants', 'branch', 'application', 'form', 'apply', 'writing', 'ms', 'steven', 'street', 'dundee']",Sales
69564390,Fixed Income Portfolio Analyst,"['fixed', 'income', 'portfolio', 'analyst']",Mason Blake Ltd,"['mason', 'blake', 'ltd']","This is a newly created position will involve daily interaction with portfolio managers and traders to ensure timely and accurate execution of investment strategies across client portfolios. The role is entailing the day to day management of the portfolio including rebalancing cash in the portfolio, market price movements and benchmark changes. The successful candidate will have:Strong knowledge of fixed income marketsStrong academic background; ideally with a mathematical or financial related degree from a top tier universityStrong quantitative and numerical skills, with extensive knowledge of ExcelProfessional qualifications such as CFA will be hugely advantageous Mason Blake acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. Mason Blake is an equal opportunities employer and welcomes applications regardless of sex, marital status, ethnic origin, sexual orientation, religious belief or age.","['newly', 'created', 'position', 'involve', 'daily', 'interaction', 'portfolio', 'managers', 'traders', 'ensure', 'timely', 'accurate', 'execution', 'investment', 'strategies', 'client', 'portfolios', 'role', 'day', 'day', 'management', 'portfolio', 'including', 'cash', 'portfolio', 'market', 'price', 'movements', 'successful', 'candidate', 'strong', 'knowledge', 'fixed', 'income', 'academic', 'background', 'ideally', 'mathematical', 'financial', 'related', 'degree', 'top', 'tier', 'quantitative', 'numerical', 'skills', 'extensive', 'knowledge', 'qualifications', 'hugely', 'advantageous', 'mason', 'blake', 'acts', 'employment', 'agency', 'permanent', 'recruitment', 'employment', 'business', 'supply', 'temporary', 'workers', 'mason', 'blake', 'equal', 'opportunities', 'employer', 'welcomes', 'applications', 'sex', 'marital', 'status', 'ethnic', 'origin', 'sexual', 'orientation', 'religious', 'belief', 'age']",Accounting_Finance
